emp_no,first_name,last_name,title,to_date,from_date
409805,Frazer,Candan,Senior Engineer,9999-01-01,1999-03-05
409898,Divier,Ishibashi,Senior Engineer,9999-01-01,1994-09-22
410433,Kazuhisa,Riesenhuber,Senior Engineer,9999-01-01,1992-10-06
410028,Xiadong,McClurg,Senior Staff,9999-01-01,1994-09-17
410028,Xiadong,McClurg,Staff,9999-01-01,1985-09-17
410372,Duri,Mitina,Engineer,9999-01-01,1990-03-04
410372,Duri,Mitina,Senior Engineer,9999-01-01,1995-03-04
413098,Hsiangchu,Taubenfeld,Senior Staff,9999-01-01,1999-04-17
410616,Gudjon,Kalorkoti,Engineer,9999-01-01,1994-04-14
410616,Gudjon,Kalorkoti,Senior Engineer,9999-01-01,1999-04-14
410804,Ronnie,Denos,Engineer,9999-01-01,1992-06-08
410804,Ronnie,Denos,Senior Engineer,9999-01-01,1997-06-08
410881,Koichi,Grabner,Senior Engineer,9999-01-01,1990-04-24
411070,Otmar,Brandsma,Engineer,9999-01-01,1987-05-28
411070,Otmar,Brandsma,Senior Engineer,9999-01-01,1992-05-27
411082,Martine,Cangellaris,Engineer,9999-01-01,1992-04-28
411082,Martine,Cangellaris,Senior Engineer,9999-01-01,1998-04-28
411143,Goncalo,Barbanera,Senior Staff,9999-01-01,1996-09-01
412404,Mitsuyuki,Jeansoulin,Senior Engineer,9999-01-01,1999-10-28
412757,Leen,Peak,Engineer,9999-01-01,1999-11-20
413205,Mototsugu,Prampolini,Senior Staff,9999-01-01,1988-06-12
413098,Hsiangchu,Taubenfeld,Staff,9999-01-01,1993-04-17
413666,Remco,Duclos,Senior Staff,9999-01-01,1996-04-18
413729,Harjit,Ernst,Technique Leader,9999-01-01,1992-04-26
413666,Remco,Duclos,Staff,9999-01-01,1988-04-18
414543,Bernd,Anick,Senior Engineer,9999-01-01,1988-11-19
413831,Mohamadou,Grabner,Senior Staff,9999-01-01,1998-11-25
413831,Mohamadou,Grabner,Staff,9999-01-01,1991-11-25
413832,Marco,Jahnichen,Senior Staff,9999-01-01,1995-03-28
414027,Tadanori,Msuda,Engineer,9999-01-01,1988-11-06
414027,Tadanori,Msuda,Senior Engineer,9999-01-01,1997-11-06
414091,Wuxu,Kuhnemann,Engineer,9999-01-01,1997-08-19
414551,Elliott,Copas,Engineer,9999-01-01,1994-09-13
414551,Elliott,Copas,Senior Engineer,9999-01-01,1999-09-13
414714,Chinho,Delgrande,Senior Staff,9999-01-01,1996-11-07
414662,Ipke,Schneeberger,Engineer,9999-01-01,1985-09-20
414662,Ipke,Schneeberger,Senior Engineer,9999-01-01,1994-09-20
414897,Juyoung,Willoner,Staff,9999-01-01,1989-11-03
414814,Dayanand,Wielonsky,Staff,9999-01-01,1999-02-15
415187,Juyoung,Peltason,Assistant Engineer,9999-01-01,1998-09-01
414897,Juyoung,Willoner,Senior Staff,9999-01-01,1994-11-03
415338,Shigeo,Emmart,Assistant Engineer,9999-01-01,1995-12-24
415363,Conal,Shackell,Senior Staff,9999-01-01,1993-01-25
415363,Conal,Shackell,Staff,9999-01-01,1986-01-25
416074,Alain,Lieberherr,Engineer,9999-01-01,1987-05-11
415563,Mrinalini,Bierbaum,Engineer,9999-01-01,1986-03-12
415563,Mrinalini,Bierbaum,Senior Engineer,9999-01-01,1994-03-12
416074,Alain,Lieberherr,Senior Engineer,9999-01-01,1996-05-10
416383,Nectarios,Itschner,Engineer,9999-01-01,1990-03-02
416383,Nectarios,Itschner,Senior Engineer,9999-01-01,1996-03-01
416420,Adamantios,Heemskerk,Senior Staff,9999-01-01,1986-08-08
416660,Nathalie,Luke,Assistant Engineer,9999-01-01,1987-09-16
416492,Kannan,Meriste,Senior Engineer,9999-01-01,1992-08-12
416720,Tokuyasu,Xiaoshan,Engineer,9999-01-01,1991-09-19
416660,Nathalie,Luke,Engineer,9999-01-01,1992-09-15
416720,Tokuyasu,Xiaoshan,Senior Engineer,9999-01-01,1998-09-19
416660,Nathalie,Luke,Senior Engineer,9999-01-01,1997-09-15
417435,Bouchung,Zaumen,Senior Staff,9999-01-01,1999-01-29
416877,Gio,Orsini,Senior Staff,9999-01-01,1993-12-07
416877,Gio,Orsini,Staff,9999-01-01,1988-12-07
416892,Shooichi,Vandervoorde,Engineer,9999-01-01,1996-08-16
418380,Kazuhiko,Gornas,Senior Engineer,9999-01-01,1993-05-20
418239,Josyula,Motley,Senior Engineer,9999-01-01,1992-09-05
418247,Oscar,Oppitz,Senior Staff,9999-01-01,2001-06-29
418247,Oscar,Oppitz,Staff,9999-01-01,1995-06-30
418717,Arunachalam,Magliocco,Senior Staff,9999-01-01,1992-12-22
418298,Arvin,Pusterhofer,Engineer,9999-01-01,1995-03-02
418298,Arvin,Pusterhofer,Senior Engineer,9999-01-01,2002-03-02
418309,Danel,Petereit,Engineer,9999-01-01,1985-02-21
418309,Danel,Petereit,Senior Engineer,9999-01-01,1994-02-21
418566,Kazuhide,Snedden,Senior Engineer,9999-01-01,1996-06-14
418606,Michaela,Otillio,Engineer,9999-01-01,1994-01-05
418717,Arunachalam,Magliocco,Staff,9999-01-01,1987-12-23
418860,Ymte,Dalton,Senior Staff,9999-01-01,1997-11-22
418860,Ymte,Dalton,Staff,9999-01-01,1992-11-22
420086,Susuma,Kitsuregawa,Engineer,9999-01-01,1985-05-28
419099,Heon,Broomell,Staff,9999-01-01,1998-05-06
419953,Ung,Orlowski,Senior Staff,9999-01-01,1998-07-22
419953,Ung,Orlowski,Staff,9999-01-01,1991-07-22
420086,Susuma,Kitsuregawa,Senior Engineer,9999-01-01,1993-05-28
420476,Mariangiola,Bolsens,Senior Staff,9999-01-01,1994-06-15
420557,Mabhin,Eastman,Senior Staff,9999-01-01,1994-08-02
420476,Mariangiola,Bolsens,Staff,9999-01-01,1985-06-15
420557,Mabhin,Eastman,Staff,9999-01-01,1989-08-02
421022,Shigeaki,Butner,Senior Staff,9999-01-01,1996-07-13
420694,Frazer,Barbanera,Senior Staff,9999-01-01,1991-11-04
420694,Frazer,Barbanera,Staff,9999-01-01,1986-11-04
420732,Willard,Morrin,Senior Staff,9999-01-01,2001-05-27
420732,Willard,Morrin,Staff,9999-01-01,1996-05-27
420759,Raimond,Solovay,Staff,9999-01-01,1997-10-03
420765,Shawna,Krider,Senior Staff,9999-01-01,1997-03-09
420765,Shawna,Krider,Staff,9999-01-01,1990-03-09
420877,Khosrow,Erez,Senior Staff,9999-01-01,1996-02-11
420877,Khosrow,Erez,Staff,9999-01-01,1990-02-11
421074,Zhaofang,Falster,Senior Staff,9999-01-01,1999-06-29
421074,Zhaofang,Falster,Staff,9999-01-01,1994-06-29
421312,Mariangiola,Bashian,Engineer,9999-01-01,1999-09-18
421033,Garnik,Randt,Senior Staff,9999-01-01,1994-12-23
421033,Garnik,Randt,Staff,9999-01-01,1989-12-23
421384,Renny,Bednarek,Senior Staff,9999-01-01,1995-06-01
421384,Renny,Bednarek,Staff,9999-01-01,1987-06-01
423038,Takushi,Strehl,Senior Staff,9999-01-01,1988-10-04
421755,Shichao,Thiria,Assistant Engineer,9999-01-01,1989-01-11
421755,Shichao,Thiria,Engineer,9999-01-01,1995-01-11
421755,Shichao,Thiria,Senior Engineer,9999-01-01,2001-01-10
422146,Kenton,Miara,Engineer,9999-01-01,1999-05-14
422783,Jagoda,Uhrig,Engineer,9999-01-01,1995-09-01
423327,Constantijn,Lichtman,Senior Staff,9999-01-01,2001-06-26
423204,Uma,Stranks,Senior Staff,9999-01-01,1996-09-12
423204,Uma,Stranks,Staff,9999-01-01,1991-09-13
423208,Joydip,Krone,Engineer,9999-01-01,1995-02-08
423214,Tsutomu,Tetzlaff,Senior Staff,9999-01-01,1993-09-23
423214,Tsutomu,Tetzlaff,Staff,9999-01-01,1987-09-24
423327,Constantijn,Lichtman,Staff,9999-01-01,1994-06-26
423993,Seshu,Kolvik,Technique Leader,9999-01-01,1988-12-09
423350,Heping,Monarch,Senior Staff,9999-01-01,1993-04-15
423350,Heping,Monarch,Staff,9999-01-01,1988-04-15
423633,Mariusz,Tokunaga,Senior Engineer,9999-01-01,1985-02-11
424569,Danco,Luff,Engineer,9999-01-01,1997-10-30
424584,Kagan,Dredge,Engineer,9999-01-01,1994-02-26
424584,Kagan,Dredge,Senior Engineer,9999-01-01,2000-02-26
424685,Changho,Veevers,Senior Staff,9999-01-01,1997-03-03
425780,Paris,Range,Staff,9999-01-01,1989-10-25
424797,Theron,Itschner,Senior Staff,9999-01-01,1993-05-16
424797,Theron,Itschner,Staff,9999-01-01,1985-05-16
424805,Jacqueline,Zallocco,Senior Staff,9999-01-01,1994-12-17
424805,Jacqueline,Zallocco,Staff,9999-01-01,1987-12-17
424930,Xuejun,Reeker,Senior Staff,9999-01-01,1997-11-18
424930,Xuejun,Reeker,Staff,9999-01-01,1988-11-18
424984,Vasilis,Waleschkowski,Engineer,9999-01-01,1996-05-26
425437,Moni,Staudhammer,Engineer,9999-01-01,1999-03-23
425535,Alagu,Vieri,Senior Staff,9999-01-01,1992-08-22
425535,Alagu,Vieri,Staff,9999-01-01,1986-08-23
425540,Paddy,Zumaque,Senior Staff,9999-01-01,1995-11-12
425757,Yongdong,Jiang,Senior Staff,9999-01-01,1990-10-13
425780,Paris,Range,Senior Staff,9999-01-01,1997-10-25
425830,Guther,Conia,Engineer,9999-01-01,1999-02-13
425875,Jahangir,Kroft,Senior Staff,9999-01-01,1995-06-11
425875,Jahangir,Kroft,Staff,9999-01-01,1990-06-11
426228,Supot,Badache,Engineer,9999-01-01,1996-08-17
426153,Shahaf,Luce,Senior Staff,9999-01-01,1999-04-06
426168,Kaijung,Mateescu,Senior Staff,9999-01-01,1992-11-17
426168,Kaijung,Mateescu,Staff,9999-01-01,1987-11-18
426235,Danco,Rajala,Senior Staff,9999-01-01,1996-03-28
426235,Danco,Rajala,Staff,9999-01-01,1991-03-29
426706,Karsten,Kawashima,Engineer,9999-01-01,1994-03-15
426644,Zejun,Broomell,Engineer,9999-01-01,1995-01-19
426644,Zejun,Broomell,Senior Engineer,9999-01-01,2002-01-19
426706,Karsten,Kawashima,Senior Engineer,9999-01-01,1999-03-15
426958,Weijing,Viele,Engineer,9999-01-01,1985-10-03
426795,Huican,Lunn,Senior Staff,9999-01-01,1991-07-23
426795,Huican,Lunn,Staff,9999-01-01,1986-07-23
426818,Gaurav,Fendler,Senior Staff,9999-01-01,1997-02-14
426818,Gaurav,Fendler,Staff,9999-01-01,1992-02-15
426819,Sandeepan,Kulisch,Engineer,9999-01-01,1997-05-16
426824,Gopalakrishnan,Mawatari,Senior Staff,9999-01-01,1993-10-29
426824,Gopalakrishnan,Mawatari,Staff,9999-01-01,1988-10-29
426958,Weijing,Viele,Senior Engineer,9999-01-01,1993-10-03
427313,Utpal,Kemmerer,Senior Staff,9999-01-01,1991-12-04
427313,Utpal,Kemmerer,Staff,9999-01-01,1986-12-04
427320,Mamdouh,Ramamoorthy,Senior Engineer,9999-01-01,2000-01-13
427332,Feiyu,Hemaspaandra,Staff,9999-01-01,1995-06-04
428160,Jamaludin,Kalorkoti,Senior Staff,9999-01-01,2001-07-14
427571,Torsten,Ranta,Engineer,9999-01-01,1987-12-11
427571,Torsten,Ranta,Senior Engineer,9999-01-01,1996-12-10
427776,Jaques,Navazio,Senior Staff,9999-01-01,1998-04-03
427776,Jaques,Navazio,Staff,9999-01-01,1989-04-04
427805,Haldun,Compeau,Senior Staff,9999-01-01,1997-10-15
427823,Jaques,Gecsei,Staff,9999-01-01,1999-07-13
427852,Adil,Kieras,Senior Engineer,9999-01-01,1992-07-20
428082,Ronghao,Alpin,Senior Staff,9999-01-01,2000-09-10
428082,Ronghao,Alpin,Staff,9999-01-01,1991-09-11
428160,Jamaludin,Kalorkoti,Staff,9999-01-01,1993-07-14
428195,Hatsukazu,Rosca,Senior Staff,9999-01-01,1991-10-13
428195,Hatsukazu,Rosca,Staff,9999-01-01,1986-10-13
428219,Ghassan,Androutsos,Senior Staff,9999-01-01,1993-12-25
428219,Ghassan,Androutsos,Staff,9999-01-01,1987-12-26
428917,Theron,Billawala,Assistant Engineer,9999-01-01,1989-02-17
428917,Theron,Billawala,Engineer,9999-01-01,1995-02-17
428917,Theron,Billawala,Senior Engineer,9999-01-01,2001-02-16
429231,Kazuyasu,Schmiedel,Senior Staff,9999-01-01,1991-09-07
429231,Kazuyasu,Schmiedel,Staff,9999-01-01,1985-09-07
429238,Mona,Luck,Senior Staff,9999-01-01,1989-05-11
429249,Alassane,Wolniewicz,Engineer,9999-01-01,1986-10-06
429087,Hugh,Senzako,Technique Leader,9999-01-01,1992-10-15
429249,Alassane,Wolniewicz,Senior Engineer,9999-01-01,1993-10-06
429316,Seshu,Hiraishi,Senior Staff,9999-01-01,2001-08-10
429381,Limsoon,Roohalamini,Senior Staff,9999-01-01,1992-11-25
429316,Seshu,Hiraishi,Staff,9999-01-01,1994-08-10
429381,Limsoon,Roohalamini,Staff,9999-01-01,1986-11-26
429481,Subhada,Emmerich,Engineer,9999-01-01,1996-03-06
429520,Yongqiao,Francisci,Engineer,9999-01-01,1999-12-01
429532,Bartek,Vendrig,Senior Staff,9999-01-01,1996-11-11
429569,Fumiya,Chappelet,Assistant Engineer,9999-01-01,1992-09-03
429569,Fumiya,Chappelet,Engineer,9999-01-01,1999-09-04
429532,Bartek,Vendrig,Staff,9999-01-01,1991-11-12
429954,Renny,Gladwell,Staff,9999-01-01,1999-02-27
429703,Ung,Honglei,Senior Staff,9999-01-01,1993-09-02
429703,Ung,Honglei,Staff,9999-01-01,1986-09-02
429899,Ranan,Marsiglia,Staff,9999-01-01,1999-08-13
430891,Khalil,Gien,Senior Engineer,9999-01-01,1991-08-06
430054,Erzsebet,Setiz,Engineer,9999-01-01,1993-06-10
430054,Erzsebet,Setiz,Senior Engineer,9999-01-01,1998-06-10
430558,Xiong,Roisin,Engineer,9999-01-01,1988-03-01
430558,Xiong,Roisin,Senior Engineer,9999-01-01,1995-03-02
430593,Janalee,Lanzelotte,Senior Staff,9999-01-01,1997-12-01
430631,Kersti,Marsiglia,Engineer,9999-01-01,1994-02-19
431576,Masamitsu,Back,Senior Staff,9999-01-01,1994-03-25
431576,Masamitsu,Back,Staff,9999-01-01,1987-03-25
432031,Adamantios,Matzat,Senior Staff,9999-01-01,1993-02-28
431657,Visit,Thiran,Engineer,9999-01-01,1986-11-14
431657,Visit,Thiran,Senior Engineer,9999-01-01,1991-11-14
431882,Hideo,Varman,Engineer,9999-01-01,1997-06-19
431887,Poorav,Ranst,Senior Engineer,9999-01-01,1996-06-01
432031,Adamantios,Matzat,Staff,9999-01-01,1987-03-01
432034,Arfst,Uehara,Senior Staff,9999-01-01,1993-11-15
432257,Kwangjo,Hiltgen,Engineer,9999-01-01,1998-12-22
432121,Alair,Straney,Senior Staff,9999-01-01,1992-11-14
432121,Alair,Straney,Staff,9999-01-01,1986-11-15
432261,Arve,Bergere,Engineer,9999-01-01,1987-07-28
432261,Arve,Bergere,Senior Engineer,9999-01-01,1994-07-28
432523,Takahiro,Maquelin,Engineer,9999-01-01,1997-07-21
432399,Nitsan,Nollmann,Engineer,9999-01-01,1990-09-10
432399,Nitsan,Nollmann,Senior Engineer,9999-01-01,1996-09-09
432665,Flemming,Driscoll,Engineer,9999-01-01,1991-06-28
432665,Flemming,Driscoll,Senior Engineer,9999-01-01,1999-06-28
432956,Qunsheng,Birrer,Senior Staff,9999-01-01,1994-05-13
432787,Toshiko,Ibel,Senior Engineer,9999-01-01,1996-11-23
432956,Qunsheng,Birrer,Staff,9999-01-01,1986-05-13
433157,Tomofumi,Serna,Staff,9999-01-01,1999-10-23
433059,Bojan,Montresor,Staff,9999-01-01,1995-02-04
433260,Make,Olivero,Assistant Engineer,9999-01-01,1991-06-01
433260,Make,Olivero,Engineer,9999-01-01,1998-06-01
433438,Keiichiro,Miyakawa,Senior Staff,9999-01-01,2000-09-12
433438,Keiichiro,Miyakawa,Staff,9999-01-01,1993-09-12
434845,Takushi,Skogmar,Senior Staff,9999-01-01,1991-06-07
434845,Takushi,Skogmar,Staff,9999-01-01,1985-06-07
435042,Brigham,Borstler,Staff,9999-01-01,1995-10-09
434936,Sahrah,Rosis,Engineer,9999-01-01,1994-06-24
434936,Sahrah,Rosis,Senior Engineer,9999-01-01,2000-06-23
435060,Moie,Lieblein,Staff,9999-01-01,1996-07-12
435289,Feixiong,Schurmann,Senior Staff,9999-01-01,1993-02-14
435181,Kazuhide,Fiutem,Senior Staff,9999-01-01,1998-05-10
435181,Kazuhide,Fiutem,Staff,9999-01-01,1992-05-10
435305,Berthier,Pramanik,Senior Staff,9999-01-01,1999-01-23
435305,Berthier,Pramanik,Staff,9999-01-01,1993-01-23
435289,Feixiong,Schurmann,Staff,9999-01-01,1987-02-15
435774,Olivera,Bharadwaj,Senior Staff,9999-01-01,2001-04-01
435370,Conal,Basart,Senior Staff,9999-01-01,1991-05-17
435588,Genta,Pepe,Senior Staff,9999-01-01,2002-04-12
435588,Genta,Pepe,Staff,9999-01-01,1994-04-12
435602,Dietrich,Kranzdorf,Senior Staff,9999-01-01,2001-10-04
435602,Dietrich,Kranzdorf,Staff,9999-01-01,1992-10-04
435774,Olivera,Bharadwaj,Staff,9999-01-01,1992-04-01
435791,Hercules,Speer,Engineer,9999-01-01,1994-03-07
435791,Hercules,Speer,Senior Engineer,9999-01-01,1999-03-07
436797,Ohad,Henders,Senior Staff,9999-01-01,1996-11-02
436558,Subir,Greibach,Senior Engineer,9999-01-01,1992-05-24
436797,Ohad,Henders,Staff,9999-01-01,1990-11-03
436827,Wojceich,Limongiello,Senior Staff,9999-01-01,1988-03-10
437276,Dines,DeMori,Senior Staff,9999-01-01,1994-12-07
436915,Feixiong,Haraldson,Staff,9999-01-01,1998-10-11
437276,Dines,DeMori,Staff,9999-01-01,1987-12-07
437369,Kazuhide,Biran,Senior Staff,9999-01-01,1995-01-25
437724,Erez,Luft,Staff,9999-01-01,1994-12-14
437395,Sumant,Thambidurai,Senior Staff,9999-01-01,2000-01-02
437395,Sumant,Thambidurai,Staff,9999-01-01,1994-01-02
437870,Kerhong,Lorho,Staff,9999-01-01,1995-06-18
438264,Rasikan,Barreiro,Senior Staff,9999-01-01,2000-09-26
438038,Lena,Giaccio,Senior Staff,9999-01-01,1999-03-17
438264,Rasikan,Barreiro,Staff,9999-01-01,1991-09-27
439377,Mari,Plessier,Senior Engineer,9999-01-01,1997-07-04
438557,Lidong,Swist,Engineer,9999-01-01,1999-09-16
440435,Sandeepan,Rosti,Senior Engineer,9999-01-01,1991-11-26
439905,Kousuke,Levasseur,Senior Staff,9999-01-01,1996-03-15
439905,Kousuke,Levasseur,Staff,9999-01-01,1990-03-16
439924,Gunilla,Kisuki,Senior Staff,9999-01-01,2000-08-13
439924,Gunilla,Kisuki,Staff,9999-01-01,1994-08-14
440325,Douadi,Sullins,Senior Staff,9999-01-01,1999-09-25
440450,Tzvetan,Scharstein,Senior Staff,9999-01-01,1999-06-16
440450,Tzvetan,Scharstein,Staff,9999-01-01,1994-06-16
440937,Fabrizio,Usery,Senior Staff,9999-01-01,1999-10-14
440642,Snehasis,Kalsbeek,Senior Staff,9999-01-01,1997-01-05
440642,Snehasis,Kalsbeek,Staff,9999-01-01,1988-01-06
440870,Filipp,Hasham,Senior Staff,9999-01-01,1999-07-11
440870,Filipp,Hasham,Staff,9999-01-01,1990-07-11
440937,Fabrizio,Usery,Staff,9999-01-01,1992-10-13
441197,Miquel,Legleitner,Senior Staff,9999-01-01,1993-06-28
441197,Miquel,Legleitner,Staff,9999-01-01,1985-06-28
441954,Leszek,Marchegay,Engineer,9999-01-01,1999-06-13
441536,Chinho,Collette,Senior Engineer,9999-01-01,1990-08-07
442002,Ravishankar,Baig,Senior Staff,9999-01-01,2000-03-17
442002,Ravishankar,Baig,Staff,9999-01-01,1992-03-17
441965,Claudi,Heijenga,Senior Staff,9999-01-01,1994-08-30
441965,Claudi,Heijenga,Staff,9999-01-01,1988-08-30
442700,Siddarth,Masada,Staff,9999-01-01,1997-08-11
442096,Martijn,DiGiano,Senior Engineer,9999-01-01,1990-06-15
442312,Zengping,Cusworth,Engineer,9999-01-01,1991-06-07
442312,Zengping,Cusworth,Senior Engineer,9999-01-01,1997-06-06
442490,Navid,Luke,Engineer,9999-01-01,1994-10-17
442653,Mona,Hebden,Engineer,9999-01-01,1995-10-20
443873,Vatsa,Ramsay,Senior Staff,9999-01-01,2002-02-04
442898,Aksel,Gire,Engineer,9999-01-01,1999-06-27
443108,Christfried,Atrawala,Senior Staff,9999-01-01,1990-07-13
443485,Marke,Klerer,Senior Staff,9999-01-01,1990-04-14
443841,Shaw,Kading,Senior Staff,9999-01-01,2000-07-16
443841,Shaw,Kading,Staff,9999-01-01,1992-07-16
443873,Vatsa,Ramsay,Staff,9999-01-01,1994-02-04
444208,Irena,Cesareni,Senior Staff,9999-01-01,1985-10-30
444070,Heping,Skrikant,Senior Staff,9999-01-01,1999-11-27
444070,Heping,Skrikant,Staff,9999-01-01,1990-11-27
444099,Kousuke,Worfolk,Senior Staff,9999-01-01,1997-03-22
444099,Kousuke,Worfolk,Staff,9999-01-01,1988-03-22
445152,Heping,Peac,Senior Staff,9999-01-01,1992-03-20
444465,Prasadram,Bultermann,Senior Engineer,9999-01-01,1997-08-29
444487,Udi,Rullman,Senior Engineer,9999-01-01,1994-04-09
444643,Berna,Schonegge,Staff,9999-01-01,1998-06-28
445067,Eldridge,Kawashima,Engineer,9999-01-01,1990-02-27
445067,Eldridge,Kawashima,Senior Engineer,9999-01-01,1997-02-27
445152,Heping,Peac,Staff,9999-01-01,1985-03-20
445226,Oscar,Baumann,Engineer,9999-01-01,1987-01-22
445226,Oscar,Baumann,Senior Engineer,9999-01-01,1996-01-22
445570,Van,Nations,Technique Leader,9999-01-01,1986-08-11
445723,Gaurav,Roison,Senior Staff,9999-01-01,1995-10-22
445723,Gaurav,Roison,Staff,9999-01-01,1986-10-22
446306,Hercules,Kabayashi,Senior Engineer,9999-01-01,1991-06-10
445941,Masako,Dechter,Technique Leader,9999-01-01,1985-09-25
445950,Ebru,Valtorta,Engineer,9999-01-01,1992-12-09
445950,Ebru,Valtorta,Senior Engineer,9999-01-01,1997-12-09
446121,Fay,Cochrane,Staff,9999-01-01,1999-12-13
447018,Dannz,Miara,Engineer,9999-01-01,1992-12-04
446424,DAIDA,Nooteboom,Engineer,9999-01-01,1985-11-24
446424,DAIDA,Nooteboom,Senior Engineer,9999-01-01,1992-11-24
446897,Takahiro,Dalton,Technique Leader,9999-01-01,1992-09-30
446959,Aram,Passino,Senior Engineer,9999-01-01,1995-01-28
447018,Dannz,Miara,Senior Engineer,9999-01-01,2000-12-04
447376,Kirk,Zongker,Staff,9999-01-01,1999-12-10
447135,Gennady,Rouquie,Senior Staff,9999-01-01,1989-08-24
447232,Aleksander,Schaaf,Senior Staff,9999-01-01,2001-05-25
447232,Aleksander,Schaaf,Staff,9999-01-01,1995-05-26
447544,Stabislas,Kakkad,Senior Staff,9999-01-01,1989-02-19
447613,Paris,Restivo,Engineer,9999-01-01,1986-11-21
447613,Paris,Restivo,Senior Engineer,9999-01-01,1991-11-21
447877,Make,Heuser,Engineer,9999-01-01,1988-07-02
447931,Martijn,Jeong,Senior Staff,9999-01-01,1999-12-14
447931,Martijn,Jeong,Staff,9999-01-01,1990-12-14
447966,Kamakshi,Hebert,Engineer,9999-01-01,1997-01-17
447966,Kamakshi,Hebert,Senior Engineer,9999-01-01,2002-01-17
447877,Make,Heuser,Senior Engineer,9999-01-01,1997-07-02
447982,Shiv,Baezner,Engineer,9999-01-01,1990-12-17
448900,Mart,Talmor,Staff,9999-01-01,1999-05-11
447982,Shiv,Baezner,Senior Engineer,9999-01-01,1996-12-16
447999,Shiv,Vilarrasa,Engineer,9999-01-01,1990-08-01
447999,Shiv,Vilarrasa,Senior Engineer,9999-01-01,1995-08-01
448769,Mong,Dichev,Technique Leader,9999-01-01,1997-10-11
448918,Chiradeep,Arlazarov,Engineer,9999-01-01,1989-10-06
448994,Haldun,Syang,Staff,9999-01-01,1997-02-11
448918,Chiradeep,Arlazarov,Senior Engineer,9999-01-01,1998-10-06
449189,Jahangir,Bernatsky,Senior Staff,9999-01-01,1995-09-30
449984,Hinrich,Perin,Engineer,9999-01-01,1985-11-20
449815,Fumitaka,Quittner,Senior Staff,9999-01-01,1993-04-20
449815,Fumitaka,Quittner,Staff,9999-01-01,1988-04-20
449984,Hinrich,Perin,Senior Engineer,9999-01-01,1993-11-20
450255,Udo,Waymire,Technique Leader,9999-01-01,1986-06-14
450309,Gill,Orlowska,Technique Leader,9999-01-01,1986-12-25
450184,Selwyn,Henseler,Senior Engineer,9999-01-01,1993-03-09
450475,Saeed,Bahl,Senior Staff,9999-01-01,1991-01-29
450817,DAIDA,Frolund,Engineer,9999-01-01,1987-07-17
450817,DAIDA,Frolund,Senior Engineer,9999-01-01,1996-07-16
450888,Sedat,Rande,Senior Staff,9999-01-01,2001-03-24
450934,Chanjung,Raoux,Engineer,9999-01-01,1992-05-25
450934,Chanjung,Raoux,Senior Engineer,9999-01-01,1998-05-25
450936,Yuriy,Ponthieu,Senior Staff,9999-01-01,1996-12-10
450936,Yuriy,Ponthieu,Staff,9999-01-01,1991-12-11
450888,Sedat,Rande,Staff,9999-01-01,1995-03-25
451253,Jaihie,Ozeri,Senior Staff,9999-01-01,1997-06-20
451253,Jaihie,Ozeri,Staff,9999-01-01,1991-06-21
451272,Jacopo,Krohm,Engineer,9999-01-01,1991-04-24
451272,Jacopo,Krohm,Senior Engineer,9999-01-01,1997-04-23
451275,Bedrich,Isard,Senior Staff,9999-01-01,1986-06-07
452325,Taiji,Berstel,Engineer,9999-01-01,1996-12-02
451333,Radhika,Bonifati,Senior Staff,9999-01-01,1995-03-11
452137,Subir,Miake,Engineer,9999-01-01,1993-07-11
452137,Subir,Miake,Senior Engineer,9999-01-01,2002-07-11
452206,Arra,Esposito,Staff,9999-01-01,1994-11-03
452325,Taiji,Berstel,Senior Engineer,9999-01-01,2001-12-02
452347,Shigeichiro,Brattka,Senior Staff,9999-01-01,2001-07-13
452347,Shigeichiro,Brattka,Staff,9999-01-01,1996-07-13
452365,Fei,Gadepally,Assistant Engineer,9999-01-01,1988-11-13
452365,Fei,Gadepally,Engineer,9999-01-01,1997-11-13
453070,Aran,Rosenbaum,Senior Staff,9999-01-01,2000-04-24
452956,Gou,Thombley,Senior Engineer,9999-01-01,1987-04-09
453070,Aran,Rosenbaum,Staff,9999-01-01,1991-04-25
452957,Alair,Nanard,Staff,9999-01-01,1996-02-10
453154,Gao,Lally,Staff,9999-01-01,1996-03-01
452982,Lobel,Aloia,Senior Staff,9999-01-01,1994-12-29
453644,Berni,Takkinen,Senior Staff,9999-01-01,1997-06-08
453644,Berni,Takkinen,Staff,9999-01-01,1992-06-08
453790,Fai,Keirsey,Engineer,9999-01-01,1994-10-12
453790,Fai,Keirsey,Senior Engineer,9999-01-01,1999-10-12
453913,Stein,Perng,Senior Staff,9999-01-01,1998-04-29
453688,Chinya,Leslie,Engineer,9999-01-01,1995-10-28
453723,Arne,Kohling,Engineer,9999-01-01,1985-12-13
453723,Arne,Kohling,Senior Engineer,9999-01-01,1993-12-13
453913,Stein,Perng,Staff,9999-01-01,1993-04-29
454378,Gina,Ossenbruggen,Technique Leader,9999-01-01,1998-01-03
453760,Ewing,Rajala,Senior Staff,9999-01-01,2001-06-21
453760,Ewing,Rajala,Staff,9999-01-01,1996-06-21
454736,Nechama,Ermel,Engineer,9999-01-01,1995-06-05
454338,Mohammed,Georg,Engineer,9999-01-01,1998-08-03
454994,Mohan,Picht,Engineer,9999-01-01,1991-02-24
454791,Xiaoqiu,Pietracaprina,Senior Engineer,9999-01-01,1994-07-09
